"IndexName","Date","P/E","P/B","Div Yield %"
"NIFTY INDIA CONSUMPTION","08 May 2020","46.22","4.80","1.38"
"NIFTY INDIA CONSUMPTION","07 May 2020","45.95","4.77","1.39"
"NIFTY INDIA CONSUMPTION","06 May 2020","46.73","4.85","1.37"
"NIFTY INDIA CONSUMPTION","05 May 2020","46.83","4.86","1.36"
"NIFTY INDIA CONSUMPTION","04 May 2020","47.29","4.93","1.35"
"NIFTY INDIA CONSUMPTION","30 Apr 2020","49.21","5.13","1.29"
"NIFTY INDIA CONSUMPTION","29 Apr 2020","48.26","5.03","1.32"
"NIFTY INDIA CONSUMPTION","28 Apr 2020","48.21","5.03","1.32"
"NIFTY INDIA CONSUMPTION","27 Apr 2020","48.57","5.07","1.31"
"NIFTY INDIA CONSUMPTION","24 Apr 2020","48.00","5.01","1.33"
"NIFTY INDIA CONSUMPTION","23 Apr 2020","48.29","5.04","1.32"
"NIFTY INDIA CONSUMPTION","22 Apr 2020","48.58","5.07","1.31"
"NIFTY INDIA CONSUMPTION","21 Apr 2020","47.43","4.95","1.34"
"NIFTY INDIA CONSUMPTION","20 Apr 2020","48.01","5.01","1.33"
"NIFTY INDIA CONSUMPTION","17 Apr 2020","48.80","5.09","1.30"
"NIFTY INDIA CONSUMPTION","16 Apr 2020","48.63","5.07","1.31"
"NIFTY INDIA CONSUMPTION","15 Apr 2020","48.74","5.08","1.31"
"NIFTY INDIA CONSUMPTION","13 Apr 2020","48.08","5.02","1.32"
"NIFTY INDIA CONSUMPTION","09 Apr 2020","48.67","5.08","1.31"
"NIFTY INDIA CONSUMPTION","08 Apr 2020","46.78","4.88","1.36"
"NIFTY INDIA CONSUMPTION","07 Apr 2020","46.52","4.85","1.37"
"NIFTY INDIA CONSUMPTION","03 Apr 2020","42.78","4.46","1.49"
"NIFTY INDIA CONSUMPTION","01 Apr 2020","43.18","4.50","1.47"
"NIFTY INDIA CONSUMPTION","31 Mar 2020","44.48","4.64","1.43"
"NIFTY INDIA CONSUMPTION","30 Mar 2020","42.83","4.47","1.49"
"NIFTY INDIA CONSUMPTION","27 Mar 2020","43.51","4.54","1.46"
"NIFTY INDIA CONSUMPTION","26 Mar 2020","43.96","4.59","1.45"
"NIFTY INDIA CONSUMPTION","25 Mar 2020","42.02","4.38","1.51"
"NIFTY INDIA CONSUMPTION","24 Mar 2020","40.46","4.22","1.57"
"NIFTY INDIA CONSUMPTION","23 Mar 2020","39.78","4.15","1.60"
"NIFTY INDIA CONSUMPTION","20 Mar 2020","44.88","4.68","1.42"
"NIFTY INDIA CONSUMPTION","19 Mar 2020","42.42","4.43","1.50"
"NIFTY INDIA CONSUMPTION","18 Mar 2020","45.37","4.59","1.44"
"NIFTY INDIA CONSUMPTION","17 Mar 2020","47.46","4.80","1.37"
"NIFTY INDIA CONSUMPTION","16 Mar 2020","47.49","4.80","1.37"
"NIFTY INDIA CONSUMPTION","13 Mar 2020","50.37","5.09","1.30"
"NIFTY INDIA CONSUMPTION","12 Mar 2020","49.87","5.04","1.31"
"NIFTY INDIA CONSUMPTION","11 Mar 2020","53.37","5.40","1.22"
"NIFTY INDIA CONSUMPTION","09 Mar 2020","53.42","5.40","1.22"
"NIFTY INDIA CONSUMPTION","06 Mar 2020","55.28","5.59","1.18"
"NIFTY INDIA CONSUMPTION","05 Mar 2020","56.07","5.67","1.16"
"NIFTY INDIA CONSUMPTION","04 Mar 2020","55.62","5.62","1.17"
"NIFTY INDIA CONSUMPTION","03 Mar 2020","55.69","5.63","1.17"
"NIFTY INDIA CONSUMPTION","02 Mar 2020","55.10","5.57","1.18"
"NIFTY INDIA CONSUMPTION","28 Feb 2020","59.91","5.62","1.16"
"NIFTY INDIA CONSUMPTION","27 Feb 2020","61.30","5.75","1.13"
"NIFTY INDIA CONSUMPTION","26 Feb 2020","61.36","5.76","1.13"
"NIFTY INDIA CONSUMPTION","25 Feb 2020","61.83","5.80","1.12"
"NIFTY INDIA CONSUMPTION","24 Feb 2020","61.95","5.82","1.12"
"NIFTY INDIA CONSUMPTION","20 Feb 2020","63.26","5.94","1.10"
"NIFTY INDIA CONSUMPTION","19 Feb 2020","63.48","5.96","1.09"
"NIFTY INDIA CONSUMPTION","18 Feb 2020","62.80","5.90","1.10"
"NIFTY INDIA CONSUMPTION","17 Feb 2020","63.18","5.93","1.10"
"NIFTY INDIA CONSUMPTION","14 Feb 2020","63.36","5.95","1.09"
"NIFTY INDIA CONSUMPTION","13 Feb 2020","63.84","5.98","1.09"
"NIFTY INDIA CONSUMPTION","12 Feb 2020","63.77","5.97","1.09"
"NIFTY INDIA CONSUMPTION","11 Feb 2020","63.03","5.90","1.10"
"NIFTY INDIA CONSUMPTION","10 Feb 2020","60.95","5.90","1.10"
"NIFTY INDIA CONSUMPTION","07 Feb 2020","61.86","5.96","1.09"
"NIFTY INDIA CONSUMPTION","06 Feb 2020","62.08","5.96","1.09"
"NIFTY INDIA CONSUMPTION","05 Feb 2020","62.05","5.96","1.09"
"NIFTY INDIA CONSUMPTION","04 Feb 2020","57.40","5.94","1.10"
"NIFTY INDIA CONSUMPTION","03 Feb 2020","57.83","5.86","1.11"
"NIFTY INDIA CONSUMPTION","01 Feb 2020","56.97","5.74","1.13"
"NIFTY INDIA CONSUMPTION","31 Jan 2020","58.03","5.85","1.11"
"NIFTY INDIA CONSUMPTION","30 Jan 2020","58.14","5.86","1.11"
"NIFTY INDIA CONSUMPTION","29 Jan 2020","58.36","5.92","1.10"
"NIFTY INDIA CONSUMPTION","28 Jan 2020","58.03","5.87","1.11"
"NIFTY INDIA CONSUMPTION","27 Jan 2020","59.01","5.97","1.09"
"NIFTY INDIA CONSUMPTION","24 Jan 2020","57.50","6.01","1.09"
"NIFTY INDIA CONSUMPTION","23 Jan 2020","57.08","5.96","1.10"
"NIFTY INDIA CONSUMPTION","22 Jan 2020","56.93","5.97","1.10"
"NIFTY INDIA CONSUMPTION","21 Jan 2020","56.38","5.98","1.09"
"NIFTY INDIA CONSUMPTION","20 Jan 2020","56.86","6.04","1.09"
"NIFTY INDIA CONSUMPTION","17 Jan 2020","56.97","6.05","1.08"
"NIFTY INDIA CONSUMPTION","16 Jan 2020","56.50","6.00","1.09"
"NIFTY INDIA CONSUMPTION","15 Jan 2020","56.22","5.97","1.10"
"NIFTY INDIA CONSUMPTION","14 Jan 2020","55.78","5.92","1.11"
"NIFTY INDIA CONSUMPTION","13 Jan 2020","55.36","5.87","1.12"
"NIFTY INDIA CONSUMPTION","10 Jan 2020","54.84","5.82","1.13"
"NIFTY INDIA CONSUMPTION","09 Jan 2020","54.56","5.79","1.13"
"NIFTY INDIA CONSUMPTION","08 Jan 2020","53.77","5.70","1.15"
"NIFTY INDIA CONSUMPTION","07 Jan 2020","53.71","5.70","1.15"
"NIFTY INDIA CONSUMPTION","06 Jan 2020","53.56","5.68","1.15"
"NIFTY INDIA CONSUMPTION","03 Jan 2020","54.39","5.77","1.14"
"NIFTY INDIA CONSUMPTION","02 Jan 2020","54.82","5.81","1.13"
"NIFTY INDIA CONSUMPTION","01 Jan 2020","54.75","5.81","1.13"
"NIFTY INDIA CONSUMPTION","31 Dec 2019","54.78","5.81","1.13"
"NIFTY INDIA CONSUMPTION","30 Dec 2019","55.24","5.86","1.12"
"NIFTY INDIA CONSUMPTION","27 Dec 2019","54.92","5.82","1.12"
"NIFTY INDIA CONSUMPTION","26 Dec 2019","54.92","5.76","1.14"
"NIFTY INDIA CONSUMPTION","24 Dec 2019","55.18","5.79","1.13"
"NIFTY INDIA CONSUMPTION","23 Dec 2019","55.19","5.79","1.13"
"NIFTY INDIA CONSUMPTION","20 Dec 2019","55.11","5.79","1.13"
"NIFTY INDIA CONSUMPTION","19 Dec 2019","54.94","5.77","1.13"
"NIFTY INDIA CONSUMPTION","18 Dec 2019","54.60","5.73","1.14"
"NIFTY INDIA CONSUMPTION","17 Dec 2019","54.31","5.70","1.15"
"NIFTY INDIA CONSUMPTION","16 Dec 2019","53.95","5.66","1.16"
"NIFTY INDIA CONSUMPTION","13 Dec 2019","54.74","5.72","1.14"
"NIFTY INDIA CONSUMPTION","12 Dec 2019","54.59","5.71","1.15"
"NIFTY INDIA CONSUMPTION","11 Dec 2019","54.37","5.68","1.15"
"NIFTY INDIA CONSUMPTION","10 Dec 2019","54.25","5.67","1.15"
"NIFTY INDIA CONSUMPTION","09 Dec 2019","54.70","5.72","1.14"
"NIFTY INDIA CONSUMPTION","06 Dec 2019","54.72","5.72","1.14"
"NIFTY INDIA CONSUMPTION","05 Dec 2019","55.34","5.78","1.13"
"NIFTY INDIA CONSUMPTION","04 Dec 2019","55.49","5.80","1.13"
"NIFTY INDIA CONSUMPTION","03 Dec 2019","55.42","5.79","1.13"
"NIFTY INDIA CONSUMPTION","02 Dec 2019","55.76","5.83","1.12"
"NIFTY INDIA CONSUMPTION","29 Nov 2019","55.67","5.82","1.12"
"NIFTY INDIA CONSUMPTION","28 Nov 2019","56.08","5.86","1.12"
"NIFTY INDIA CONSUMPTION","27 Nov 2019","56.06","5.86","1.12"
"NIFTY INDIA CONSUMPTION","26 Nov 2019","55.64","5.82","1.13"
"NIFTY INDIA CONSUMPTION","25 Nov 2019","56.23","5.88","1.11"
"NIFTY INDIA CONSUMPTION","22 Nov 2019","55.29","5.78","1.13"
"NIFTY INDIA CONSUMPTION","21 Nov 2019","55.57","5.81","1.13"
"NIFTY INDIA CONSUMPTION","20 Nov 2019","37.90","5.84","1.12"
"NIFTY INDIA CONSUMPTION","19 Nov 2019","37.78","5.82","1.12"
"NIFTY INDIA CONSUMPTION","18 Nov 2019","37.80","5.83","1.12"
"NIFTY INDIA CONSUMPTION","15 Nov 2019","37.92","5.84","1.12"
"NIFTY INDIA CONSUMPTION","14 Nov 2019","37.89","5.84","1.12"
"NIFTY INDIA CONSUMPTION","13 Nov 2019","37.99","5.86","1.12"
"NIFTY INDIA CONSUMPTION","11 Nov 2019","37.71","5.87","1.11"
"NIFTY INDIA CONSUMPTION","08 Nov 2019","37.93","5.90","1.11"
"NIFTY INDIA CONSUMPTION","07 Nov 2019","38.34","5.97","1.10"
"NIFTY INDIA CONSUMPTION","06 Nov 2019","38.17","5.94","1.10"
"NIFTY INDIA CONSUMPTION","05 Nov 2019","38.42","5.98","1.09"
"NIFTY INDIA CONSUMPTION","04 Nov 2019","38.56","5.98","1.09"
"NIFTY INDIA CONSUMPTION","01 Nov 2019","38.82","6.02","1.09"
"NIFTY INDIA CONSUMPTION","31 Oct 2019","38.92","6.02","1.09"
"NIFTY INDIA CONSUMPTION","30 Oct 2019","38.80","6.00","1.09"
"NIFTY INDIA CONSUMPTION","29 Oct 2019","38.58","5.97","1.10"
"NIFTY INDIA CONSUMPTION","27 Oct 2019","38.31","5.93","1.10"
"NIFTY INDIA CONSUMPTION","25 Oct 2019","38.26","5.92","1.11"
"NIFTY INDIA CONSUMPTION","24 Oct 2019","38.45","5.95","1.10"
"NIFTY INDIA CONSUMPTION","23 Oct 2019","38.46","5.95","1.10"
"NIFTY INDIA CONSUMPTION","22 Oct 2019","38.33","5.93","1.10"
"NIFTY INDIA CONSUMPTION","18 Oct 2019","38.43","5.93","1.10"
"NIFTY INDIA CONSUMPTION","17 Oct 2019","38.19","5.89","1.11"
"NIFTY INDIA CONSUMPTION","16 Oct 2019","37.59","5.80","1.13"
"NIFTY INDIA CONSUMPTION","15 Oct 2019","37.64","5.80","1.13"
"NIFTY INDIA CONSUMPTION","14 Oct 2019","37.26","5.75","1.14"
"NIFTY INDIA CONSUMPTION","11 Oct 2019","36.95","5.70","1.15"
"NIFTY INDIA CONSUMPTION","10 Oct 2019","36.71","5.66","1.16"
"NIFTY INDIA CONSUMPTION","09 Oct 2019","36.77","5.67","1.15"
"NIFTY INDIA CONSUMPTION","07 Oct 2019","36.42","5.62","1.17"
"NIFTY INDIA CONSUMPTION","04 Oct 2019","36.45","5.62","1.16"
"NIFTY INDIA CONSUMPTION","03 Oct 2019","36.96","5.70","1.15"
"NIFTY INDIA CONSUMPTION","01 Oct 2019","37.10","5.72","1.14"
"NIFTY INDIA CONSUMPTION","30 Sep 2019","37.44","5.77","1.13"
"NIFTY INDIA CONSUMPTION","27 Sep 2019","37.45","5.78","1.13"
"NIFTY INDIA CONSUMPTION","26 Sep 2019","37.26","5.62","1.12"
"NIFTY INDIA CONSUMPTION","25 Sep 2019","36.77","5.54","1.13"
"NIFTY INDIA CONSUMPTION","24 Sep 2019","43.41","5.65","1.11"
"NIFTY INDIA CONSUMPTION","23 Sep 2019","43.44","5.65","1.11"
"NIFTY INDIA CONSUMPTION","20 Sep 2019","42.19","5.49","1.14"
"NIFTY INDIA CONSUMPTION","19 Sep 2019","39.55","5.15","1.22"
"NIFTY INDIA CONSUMPTION","18 Sep 2019","39.90","5.19","1.21"
"NIFTY INDIA CONSUMPTION","17 Sep 2019","39.80","5.18","1.21"
"NIFTY INDIA CONSUMPTION","16 Sep 2019","40.34","5.25","1.20"
"NIFTY INDIA CONSUMPTION","13 Sep 2019","40.37","5.25","1.20"
"NIFTY INDIA CONSUMPTION","12 Sep 2019","40.21","5.23","1.20"
"NIFTY INDIA CONSUMPTION","11 Sep 2019","40.62","5.29","1.19"
"NIFTY INDIA CONSUMPTION","09 Sep 2019","40.26","5.24","1.20"
"NIFTY INDIA CONSUMPTION","06 Sep 2019","39.85","5.19","1.21"
"NIFTY INDIA CONSUMPTION","05 Sep 2019","39.51","5.14","1.22"
"NIFTY INDIA CONSUMPTION","04 Sep 2019","39.08","5.11","1.23"
"NIFTY INDIA CONSUMPTION","03 Sep 2019","39.39","5.15","1.22"
"NIFTY INDIA CONSUMPTION","30 Aug 2019","40.23","5.26","1.19"
"NIFTY INDIA CONSUMPTION","29 Aug 2019","39.74","5.23","1.16"
"NIFTY INDIA CONSUMPTION","28 Aug 2019","39.80","5.24","1.16"
"NIFTY INDIA CONSUMPTION","27 Aug 2019","40.09","5.28","1.15"
"NIFTY INDIA CONSUMPTION","26 Aug 2019","39.89","5.25","1.16"
"NIFTY INDIA CONSUMPTION","23 Aug 2019","39.35","5.18","1.18"
"NIFTY INDIA CONSUMPTION","22 Aug 2019","39.09","5.14","1.18"
"NIFTY INDIA CONSUMPTION","21 Aug 2019","39.31","5.17","1.18"
"NIFTY INDIA CONSUMPTION","20 Aug 2019","39.61","5.21","1.17"
"NIFTY INDIA CONSUMPTION","19 Aug 2019","39.53","5.20","1.17"
"NIFTY INDIA CONSUMPTION","16 Aug 2019","39.56","5.21","1.17"
"NIFTY INDIA CONSUMPTION","14 Aug 2019","39.27","5.17","1.18"
"NIFTY INDIA CONSUMPTION","13 Aug 2019","38.87","5.12","1.19"
"NIFTY INDIA CONSUMPTION","09 Aug 2019","39.86","5.24","1.16"
"NIFTY INDIA CONSUMPTION","08 Aug 2019","39.45","5.19","1.17"
"NIFTY INDIA CONSUMPTION","07 Aug 2019","38.87","5.11","1.19"
"NIFTY INDIA CONSUMPTION","06 Aug 2019","39.11","5.14","1.18"
"NIFTY INDIA CONSUMPTION","05 Aug 2019","38.74","5.09","1.20"
"NIFTY INDIA CONSUMPTION","02 Aug 2019","38.92","5.11","1.19"
"NIFTY INDIA CONSUMPTION","01 Aug 2019","38.59","5.06","1.20"
"NIFTY INDIA CONSUMPTION","31 Jul 2019","39.18","5.09","1.20"
"NIFTY INDIA CONSUMPTION","30 Jul 2019","40.14","5.09","1.16"
"NIFTY INDIA CONSUMPTION","29 Jul 2019","40.40","5.13","1.15"
"NIFTY INDIA CONSUMPTION","26 Jul 2019","40.57","5.20","1.13"
"NIFTY INDIA CONSUMPTION","25 Jul 2019","40.18","5.15","1.14"
"NIFTY INDIA CONSUMPTION","24 Jul 2019","40.15","5.15","1.14"
"NIFTY INDIA CONSUMPTION","23 Jul 2019","40.29","5.17","1.14"
"NIFTY INDIA CONSUMPTION","22 Jul 2019","40.26","5.15","1.14"
"NIFTY INDIA CONSUMPTION","19 Jul 2019","40.78","5.15","1.15"
"NIFTY INDIA CONSUMPTION","18 Jul 2019","41.49","5.24","1.13"
"NIFTY INDIA CONSUMPTION","17 Jul 2019","41.97","5.30","1.11"
"NIFTY INDIA CONSUMPTION","16 Jul 2019","41.88","5.29","1.11"
"NIFTY INDIA CONSUMPTION","15 Jul 2019","41.57","5.25","1.12"
"NIFTY INDIA CONSUMPTION","12 Jul 2019","41.64","5.25","1.12"
"NIFTY INDIA CONSUMPTION","11 Jul 2019","41.64","5.45","1.09"
"NIFTY INDIA CONSUMPTION","10 Jul 2019","41.28","5.40","1.10"
"NIFTY INDIA CONSUMPTION","09 Jul 2019","41.65","5.45","1.09"
"NIFTY INDIA CONSUMPTION","08 Jul 2019","42.10","5.51","1.08"
"NIFTY INDIA CONSUMPTION","05 Jul 2019","42.96","5.62","1.05"
"NIFTY INDIA CONSUMPTION","04 Jul 2019","43.41","5.68","1.04"
"NIFTY INDIA CONSUMPTION","03 Jul 2019","43.39","5.68","1.04"
"NIFTY INDIA CONSUMPTION","02 Jul 2019","43.26","5.66","1.05"
"NIFTY INDIA CONSUMPTION","01 Jul 2019","43.12","5.64","1.05"
"NIFTY INDIA CONSUMPTION","28 Jun 2019","42.92","5.61","1.06"
"NIFTY INDIA CONSUMPTION","27 Jun 2019","42.64","5.77","1.04"
"NIFTY INDIA CONSUMPTION","26 Jun 2019","42.46","5.74","1.04"
"NIFTY INDIA CONSUMPTION","25 Jun 2019","42.55","5.76","1.04"
"NIFTY INDIA CONSUMPTION","24 Jun 2019","42.37","5.73","1.04"
"NIFTY INDIA CONSUMPTION","21 Jun 2019","42.33","5.73","1.05"
"NIFTY INDIA CONSUMPTION","20 Jun 2019","42.71","5.78","1.04"
"NIFTY INDIA CONSUMPTION","19 Jun 2019","42.16","5.70","1.05"
"NIFTY INDIA CONSUMPTION","18 Jun 2019","42.35","5.73","1.04"
"NIFTY INDIA CONSUMPTION","17 Jun 2019","42.53","5.75","1.04"
"NIFTY INDIA CONSUMPTION","14 Jun 2019","43.10","5.83","1.03"
"NIFTY INDIA CONSUMPTION","13 Jun 2019","43.64","5.96","1.00"
"NIFTY INDIA CONSUMPTION","12 Jun 2019","43.64","5.95","1.00"
"NIFTY INDIA CONSUMPTION","11 Jun 2019","43.85","5.98","1.00"
"NIFTY INDIA CONSUMPTION","10 Jun 2019","43.80","5.98","1.00"
"NIFTY INDIA CONSUMPTION","07 Jun 2019","43.48","5.93","1.01"
"NIFTY INDIA CONSUMPTION","06 Jun 2019","43.47","5.93","1.01"
"NIFTY INDIA CONSUMPTION","04 Jun 2019","43.70","5.96","1.00"
"NIFTY INDIA CONSUMPTION","03 Jun 2019","44.05","6.01","0.99"
"NIFTY INDIA CONSUMPTION","31 May 2019","43.14","5.89","1.01"
"NIFTY INDIA CONSUMPTION","30 May 2019","43.11","5.88","1.02"
"NIFTY INDIA CONSUMPTION","29 May 2019","43.09","5.88","1.02"
"NIFTY INDIA CONSUMPTION","28 May 2019","43.66","5.92","1.01"
"NIFTY INDIA CONSUMPTION","27 May 2019","43.81","5.94","1.01"
"NIFTY INDIA CONSUMPTION","24 May 2019","43.93","5.94","1.01"
"NIFTY INDIA CONSUMPTION","23 May 2019","43.19","5.84","1.02"
"NIFTY INDIA CONSUMPTION","22 May 2019","43.22","5.89","1.02"
"NIFTY INDIA CONSUMPTION","21 May 2019","43.23","5.89","1.02"
"NIFTY INDIA CONSUMPTION","20 May 2019","43.67","5.95","1.01"
"NIFTY INDIA CONSUMPTION","17 May 2019","42.62","5.78","1.04"
"NIFTY INDIA CONSUMPTION","16 May 2019","41.64","5.65","1.07"
"NIFTY INDIA CONSUMPTION","15 May 2019","41.68","5.65","1.07"
"NIFTY INDIA CONSUMPTION","14 May 2019","41.99","5.69","1.06"
"NIFTY INDIA CONSUMPTION","13 May 2019","41.76","5.66","1.06"
"NIFTY INDIA CONSUMPTION","10 May 2019","42.26","5.72","1.05"
"NIFTY INDIA CONSUMPTION","09 May 2019","42.71","5.72","1.05"
"NIFTY INDIA CONSUMPTION","08 May 2019","42.65","5.71","1.06"
"NIFTY INDIA CONSUMPTION","07 May 2019","43.19","5.77","1.04"
"NIFTY INDIA CONSUMPTION","06 May 2019","43.06","5.79","1.04"
"NIFTY INDIA CONSUMPTION","03 May 2019","43.58","5.86","1.03"
"NIFTY INDIA CONSUMPTION","02 May 2019","43.71","5.88","1.02"
"NIFTY INDIA CONSUMPTION","30 Apr 2019","44.01","5.92","1.02"
"NIFTY INDIA CONSUMPTION","26 Apr 2019","44.25","5.95","1.01"
"NIFTY INDIA CONSUMPTION","25 Apr 2019","44.45","5.98","1.01"
"NIFTY INDIA CONSUMPTION","24 Apr 2019","44.70","6.01","1.00"
"NIFTY INDIA CONSUMPTION","23 Apr 2019","44.41","5.97","1.01"
"NIFTY INDIA CONSUMPTION","22 Apr 2019","44.26","5.95","1.01"
"NIFTY INDIA CONSUMPTION","18 Apr 2019","44.70","6.01","1.00"
"NIFTY INDIA CONSUMPTION","16 Apr 2019","44.88","6.04","1.00"
"NIFTY INDIA CONSUMPTION","15 Apr 2019","44.47","5.98","1.01"
"NIFTY INDIA CONSUMPTION","12 Apr 2019","44.32","5.96","1.01"
"NIFTY INDIA CONSUMPTION","11 Apr 2019","43.94","5.91","1.02"
"NIFTY INDIA CONSUMPTION","10 Apr 2019","43.73","5.88","1.02"
"NIFTY INDIA CONSUMPTION","09 Apr 2019","43.88","5.90","1.02"
"NIFTY INDIA CONSUMPTION","08 Apr 2019","43.77","5.89","1.02"
"NIFTY INDIA CONSUMPTION","05 Apr 2019","43.83","5.90","1.02"
"NIFTY INDIA CONSUMPTION","04 Apr 2019","43.95","5.91","1.02"
"NIFTY INDIA CONSUMPTION","03 Apr 2019","43.73","5.88","1.02"
"NIFTY INDIA CONSUMPTION","02 Apr 2019","43.91","5.91","1.02"
"NIFTY INDIA CONSUMPTION","01 Apr 2019","43.95","5.91","1.02"
"NIFTY INDIA CONSUMPTION","29 Mar 2019","43.99","5.92","1.02"
"NIFTY INDIA CONSUMPTION","28 Mar 2019","46.78","5.74","1.04"
"NIFTY INDIA CONSUMPTION","27 Mar 2019","46.36","5.69","1.05"
"NIFTY INDIA CONSUMPTION","26 Mar 2019","46.62","5.72","1.05"
"NIFTY INDIA CONSUMPTION","25 Mar 2019","46.29","5.68","1.05"
"NIFTY INDIA CONSUMPTION","22 Mar 2019","46.82","5.74","1.04"
"NIFTY INDIA CONSUMPTION","20 Mar 2019","47.01","5.77","1.04"
"NIFTY INDIA CONSUMPTION","19 Mar 2019","47.34","5.81","1.03"
"NIFTY INDIA CONSUMPTION","18 Mar 2019","47.22","5.79","1.03"
"NIFTY INDIA CONSUMPTION","15 Mar 2019","47.33","5.81","1.03"
"NIFTY INDIA CONSUMPTION","14 Mar 2019","47.62","5.84","1.02"
"NIFTY INDIA CONSUMPTION","13 Mar 2019","47.64","5.84","1.02"
"NIFTY INDIA CONSUMPTION","12 Mar 2019","47.91","5.88","1.02"
"NIFTY INDIA CONSUMPTION","11 Mar 2019","47.42","5.82","1.03"
"NIFTY INDIA CONSUMPTION","08 Mar 2019","46.49","5.70","1.05"
"NIFTY INDIA CONSUMPTION","07 Mar 2019","46.49","5.70","1.05"
"NIFTY INDIA CONSUMPTION","06 Mar 2019","46.47","5.70","1.05"
"NIFTY INDIA CONSUMPTION","05 Mar 2019","46.46","5.70","1.05"
"NIFTY INDIA CONSUMPTION","01 Mar 2019","45.93","5.63","1.06"
"NIFTY INDIA CONSUMPTION","28 Feb 2019","45.74","5.61","1.07"
"NIFTY INDIA CONSUMPTION","27 Feb 2019","45.84","5.62","1.06"
"NIFTY INDIA CONSUMPTION","26 Feb 2019","45.85","5.62","1.06"
"NIFTY INDIA CONSUMPTION","25 Feb 2019","45.96","5.63","1.06"
"NIFTY INDIA CONSUMPTION","22 Feb 2019","45.81","5.61","1.07"
"NIFTY INDIA CONSUMPTION","21 Feb 2019","45.51","5.54","1.07"
"NIFTY INDIA CONSUMPTION","20 Feb 2019","45.31","5.51","1.08"
"NIFTY INDIA CONSUMPTION","19 Feb 2019","45.14","5.49","1.08"
"NIFTY INDIA CONSUMPTION","18 Feb 2019","45.15","5.49","1.08"
"NIFTY INDIA CONSUMPTION","15 Feb 2019","45.58","5.54","1.07"
"NIFTY INDIA CONSUMPTION","14 Feb 2019","46.05","5.60","1.06"
"NIFTY INDIA CONSUMPTION","13 Feb 2019","46.11","5.60","1.06"
"NIFTY INDIA CONSUMPTION","12 Feb 2019","44.83","5.65","1.05"
"NIFTY INDIA CONSUMPTION","11 Feb 2019","45.02","5.68","1.05"
"NIFTY INDIA CONSUMPTION","08 Feb 2019","45.37","5.72","1.04"
"NIFTY INDIA CONSUMPTION","07 Feb 2019","46.01","5.81","1.02"
"NIFTY INDIA CONSUMPTION","06 Feb 2019","45.58","5.76","1.03"
"NIFTY INDIA CONSUMPTION","05 Feb 2019","45.12","5.70","1.04"
"NIFTY INDIA CONSUMPTION","04 Feb 2019","44.88","5.67","1.05"
"NIFTY INDIA CONSUMPTION","01 Feb 2019","45.06","5.69","1.04"
"NIFTY INDIA CONSUMPTION","31 Jan 2019","44.28","5.58","1.06"
"NIFTY INDIA CONSUMPTION","30 Jan 2019","43.94","5.52","1.08"
"NIFTY INDIA CONSUMPTION","29 Jan 2019","44.16","5.55","1.07"
"NIFTY INDIA CONSUMPTION","28 Jan 2019","43.69","5.52","1.08"
"NIFTY INDIA CONSUMPTION","25 Jan 2019","43.99","5.56","1.07"
"NIFTY INDIA CONSUMPTION","24 Jan 2019","45.09","5.69","1.04"
"NIFTY INDIA CONSUMPTION","23 Jan 2019","44.70","5.69","1.05"
"NIFTY INDIA CONSUMPTION","22 Jan 2019","45.07","5.73","1.04"
"NIFTY INDIA CONSUMPTION","21 Jan 2019","45.20","5.75","1.03"
"NIFTY INDIA CONSUMPTION","18 Jan 2019","45.43","5.78","1.03"
"NIFTY INDIA CONSUMPTION","17 Jan 2019","46.04","5.81","1.02"
"NIFTY INDIA CONSUMPTION","16 Jan 2019","46.08","5.82","1.02"
"NIFTY INDIA CONSUMPTION","15 Jan 2019","46.32","5.85","1.02"
"NIFTY INDIA CONSUMPTION","14 Jan 2019","45.98","5.81","1.02"
"NIFTY INDIA CONSUMPTION","11 Jan 2019","46.13","5.82","1.02"
"NIFTY INDIA CONSUMPTION","10 Jan 2019","46.22","5.84","1.02"
"NIFTY INDIA CONSUMPTION","09 Jan 2019","46.18","5.83","1.02"
"NIFTY INDIA CONSUMPTION","08 Jan 2019","45.94","5.80","1.02"
"NIFTY INDIA CONSUMPTION","07 Jan 2019","45.98","5.81","1.02"
"NIFTY INDIA CONSUMPTION","04 Jan 2019","45.83","5.79","1.03"
"NIFTY INDIA CONSUMPTION","03 Jan 2019","45.79","5.78","1.03"
"NIFTY INDIA CONSUMPTION","02 Jan 2019","45.96","5.80","1.02"
"NIFTY INDIA CONSUMPTION","01 Jan 2019","46.58","5.88","1.01"
"NIFTY INDIA CONSUMPTION","31 Dec 2018","46.79","5.91","1.01"
"NIFTY INDIA CONSUMPTION","28 Dec 2018","46.83","5.95","1.01"
"NIFTY INDIA CONSUMPTION","27 Dec 2018","46.99","5.97","1.01"
"NIFTY INDIA CONSUMPTION","26 Dec 2018","46.75","5.94","1.02"
"NIFTY INDIA CONSUMPTION","24 Dec 2018","46.53","5.91","1.02"
"NIFTY INDIA CONSUMPTION","21 Dec 2018","47.09","5.98","1.01"
"NIFTY INDIA CONSUMPTION","20 Dec 2018","48.08","6.11","0.99"
"NIFTY INDIA CONSUMPTION","19 Dec 2018","48.22","6.12","0.99"
"NIFTY INDIA CONSUMPTION","18 Dec 2018","47.62","6.05","1.00"
"NIFTY INDIA CONSUMPTION","17 Dec 2018","47.49","6.03","1.00"
